,일시,평균기온,최저기온,최고기온,일강수량,평균풍속,평균상대습도,합계일조시간
923,2021-07-12,28.1,23.8,32.5,0.0,1.6,75.1,4.9
924,2021-07-13,28.8,26.3,31.5,0.0,1.7,76.1,1.4
925,2021-07-14,29.7,26.1,33.5,0.0,2.2,71.4,7.1
926,2021-07-15,29.1,25.9,34.5,0.0,2.1,71.1,8.7
927,2021-07-16,28.8,24.2,35.2,0.0,2.2,68.4,10.5
928,2021-07-17,29.1,24.7,32.8,0.0,2.3,63.1,8.9
929,2021-07-18,29.6,25.7,34.1,0.0,2.1,62.5,8.4
930,2021-07-19,26.4,24.0,30.5,67.4,1.9,80.1,3.1
931,2021-07-20,27.9,23.6,31.8,0.0,1.5,75.8,3.4
932,2021-07-21,30.5,25.3,35.3,0.0,1.7,64.0,11.3
933,2021-07-22,31.2,26.5,35.9,0.0,2.0,59.8,11.4
934,2021-07-23,31.2,27.2,35.8,0.0,1.8,61.8,12.4
935,2021-07-24,31.7,26.9,36.5,0.0,1.7,57.4,12.3
936,2021-07-25,31.5,27.2,35.9,0.0,2.0,55.8,13.0
937,2021-07-26,31.2,27.4,35.4,0.0,2.4,54.9,13.2
938,2021-07-27,31.1,27.8,35.7,0.0,2.1,60.5,7.3
939,2021-07-28,30.4,27.1,34.7,0.0,1.9,67.4,6.5
940,2021-07-29,29.6,27.0,33.3,0.0,2.0,69.9,2.2
941,2021-07-30,30.5,25.8,35.4,0.0,2.1,63.1,7.7
942,2021-07-31,29.8,26.8,34.3,3.0,2.5,69.9,7.7
943,2021-08-01,27.1,25.1,28.8,21.0,1.3,81.8,0.0
944,2021-08-02,26.5,25.0,28.6,1.7,1.6,82.6,0.6
945,2021-08-03,28.0,24.1,31.4,0.0,1.8,76.9,4.3
946,2021-08-04,28.9,26.3,33.2,0.0,2.0,70.6,6.1
947,2021-08-05,29.4,25.6,33.7,0.0,2.1,68.1,8.9
948,2021-08-06,28.1,26.0,32.2,0.0,2.1,68.4,6.3
949,2021-08-07,28.0,23.4,32.3,0.0,2.1,65.0,11.3
950,2021-08-08,26.8,24.4,32.1,12.7,1.7,74.8,2.0
951,2021-08-09,28.3,23.3,33.6,0.0,2.3,62.4,8.6
952,2021-08-10,27.7,24.3,32.2,0.0,2.3,62.5,8.5
953,2021-08-11,27.4,24.1,31.6,0.0,2.0,70.3,5.3
954,2021-08-12,26.8,24.0,31.7,0.0,1.8,67.1,4.4
955,2021-08-13,26.6,23.4,30.1,0.0,2.0,70.4,1.7
956,2021-08-14,26.1,23.4,30.5,0.0,3.0,63.9,4.5
957,2021-08-15,26.9,21.7,32.4,0.0,2.3,59.6,10.2
958,2021-08-16,27.3,22.5,32.8,0.0,2.3,61.1,10.4
959,2021-08-17,25.9,21.9,31.3,9.3,2.4,65.0,5.8
960,2021-08-18,24.3,20.6,31.0,5.6,2.8,69.6,5.8
961,2021-08-19,26.0,21.0,31.5,0.0,2.6,57.1,8.6
962,2021-08-20,26.6,22.6,30.7,0.0,2.3,63.6,5.5
963,2021-08-21,23.8,21.0,25.5,62.8,2.7,88.1,1.0
964,2021-08-22,24.4,22.4,27.0,0.0,2.1,81.5,0.7
965,2021-08-23,22.4,21.0,24.0,7.4,2.0,89.3,0.0
966,2021-08-24,23.4,21.1,26.4,10.5,2.9,93.6,0.0
967,2021-08-25,25.0,23.5,27.3,0.3,1.8,85.5,0.7
968,2021-08-26,25.5,22.9,27.9,0.7,2.5,84.9,0.2
969,2021-08-27,22.4,20.4,25.5,0.9,1.3,83.5,0.0
970,2021-08-28,23.6,19.7,28.2,0.0,1.8,80.4,3.8
971,2021-08-29,23.7,21.9,26.3,0.9,1.6,82.6,1.0
972,2021-08-30,24.2,21.2,27.7,0.0,1.4,77.5,1.1
973,2021-08-31,20.5,18.1,23.1,77.4,2.3,93.3,0.0
974,2021-09-01,21.4,18.5,23.9,0.8,2.9,83.1,0.0
975,2021-09-02,23.5,20.7,26.7,0.0,2.1,70.3,1.4
976,2021-09-03,24.3,20.6,29.2,0.0,2.4,60.3,11.2
977,2021-09-04,23.2,18.5,28.6,0.0,2.7,57.0,9.3
978,2021-09-05,23.1,19.4,27.3,0.0,3.2,61.1,4.6
979,2021-09-06,22.3,18.0,26.4,12.0,3.2,70.1,2.4
980,2021-09-07,19.6,17.6,20.9,29.6,2.3,98.1,0.0
981,2021-09-08,22.2,19.0,26.9,1.6,1.7,81.3,7.1
982,2021-09-09,23.5,19.1,29.1,0.0,1.5,76.5,8.0
983,2021-09-10,23.6,19.5,28.9,0.0,1.9,76.0,6.4
984,2021-09-11,24.0,19.9,29.4,0.0,1.7,73.1,8.7
985,2021-09-12,24.2,19.2,29.8,0.0,1.8,64.6,10.2
986,2021-09-13,24.8,20.8,30.3,0.0,2.4,67.1,6.1
987,2021-09-14,24.6,20.0,29.5,0.0,2.6,63.3,10.3
988,2021-09-15,23.6,19.5,28.9,0.0,3.6,57.5,11.4
989,2021-09-16,22.9,18.0,27.3,0.0,2.6,61.1,9.1
990,2021-09-17,23.5,20.5,28.2,0.0,3.0,61.4,6.6
991,2021-09-18,23.9,18.9,29.8,0.0,1.6,65.1,8.8
992,2021-09-19,23.7,20.8,27.8,0.0,1.9,62.9,2.8
993,2021-09-20,23.7,19.0,28.4,0.0,2.7,63.6,10.3
994,2021-09-21,22.0,17.4,26.2,68.1,2.9,85.1,4.3
995,2021-09-22,20.2,16.8,24.3,4.5,2.7,79.0,6.5
996,2021-09-23,20.9,16.9,25.9,0.0,2.4,67.3,8.0
997,2021-09-24,21.8,16.7,26.9,0.0,2.2,67.5,9.9
998,2021-09-25,21.2,18.7,23.1,0.0,2.3,72.6,0.0
999,2021-09-26,22.6,18.4,27.3,0.0,2.3,63.0,8.3
1000,2021-09-27,21.6,18.7,25.0,0.0,2.4,66.0,2.2
1001,2021-09-28,21.5,19.6,24.4,1.3,2.2,75.1,0.7
1002,2021-09-29,20.2,17.8,21.4,13.1,1.7,93.5,0.0
1003,2021-09-30,20.3,16.0,25.9,0.0,1.5,83.9,7.4
1004,2021-10-01,21.1,16.9,27.5,13.3,2.4,75.8,9.3
1005,2021-10-02,20.7,16.4,26.6,0.0,1.6,77.1,8.1
1006,2021-10-03,22.3,17.1,28.8,0.0,1.9,69.5,8.4
1007,2021-10-04,22.9,19.2,25.6,3.6,2.9,81.0,0.0
1008,2021-10-05,23.6,21.7,26.5,0.0,3.3,82.4,1.5
1009,2021-10-06,18.8,17.9,21.7,6.4,2.8,91.5,1.2
1010,2021-10-07,19.4,17.9,21.9,4.6,1.9,85.5,0.0
1011,2021-10-08,18.8,17.5,20.0,3.5,1.7,91.3,0.0
1012,2021-10-09,20.9,18.5,24.1,0.4,2.3,83.5,1.9
1013,2021-10-10,19.9,14.9,24.3,14.2,2.2,89.0,0.0
1014,2021-10-11,15.2,12.6,17.8,0.3,2.2,78.6,1.7
1015,2021-10-12,17.9,15.8,21.3,0.0,3.3,67.1,3.0
1016,2021-10-13,19.6,14.9,25.2,0.0,2.4,66.6,9.0
1017,2021-10-14,19.7,17.4,23.9,0.0,2.0,73.6,6.1
1018,2021-10-15,19.0,17.0,21.4,0.0,2.1,74.4,0.7
1019,2021-10-16,10.7,4.2,18.1,0.0,3.4,47.5,1.5
1020,2021-10-17,5.6,1.3,10.8,0.0,2.9,37.4,10.3
1021,2021-10-18,9.6,2.8,16.1,5.6,2.0,60.4,4.3
1022,2021-10-19,10.9,7.1,15.0,4.4,2.4,72.8,6.5
1023,2021-10-20,9.5,4.6,15.8,0.0,1.7,64.9,10.0
1024,2021-10-21,9.8,4.9,16.2,0.0,1.7,64.1,4.0
1025,2021-10-22,10.8,5.2,17.2,0.0,1.8,58.4,10.0
1026,2021-10-23,11.4,5.7,18.4,0.0,1.6,57.3,9.6
1027,2021-10-24,11.4,6.0,18.1,0.0,1.7,63.1,9.9
1028,2021-10-25,11.7,6.3,17.6,0.0,1.9,64.5,7.0
1029,2021-10-26,13.0,7.7,19.0,0.0,1.7,74.5,8.6
1030,2021-10-27,13.4,9.8,18.1,0.0,2.2,63.4,8.2
1031,2021-10-28,12.7,7.1,20.0,0.0,1.4,54.6,9.7
1032,2021-10-29,14.6,10.5,20.6,0.0,2.0,55.9,8.7
1033,2021-10-30,13.8,11.0,18.0,0.0,1.6,62.4,1.6
1034,2021-10-31,14.1,9.2,20.3,0.7,1.6,73.3,7.6
1035,2021-11-01,12.9,10.3,16.9,0.0,1.9,77.3,6.3
1036,2021-11-02,11.5,7.9,16.9,0.0,1.7,76.6,7.8
1037,2021-11-03,12.1,7.6,17.1,0.0,1.5,71.1,8.5
1038,2021-11-04,12.1,8.4,16.3,0.0,1.3,80.4,3.9
1039,2021-11-05,13.0,7.8,20.2,0.0,1.5,68.5,9.2
1040,2021-11-06,14.1,8.8,21.3,0.0,1.6,61.1,8.3
1041,2021-11-07,15.3,9.7,21.3,0.0,2.1,57.5,6.8
1042,2021-11-08,8.6,4.5,15.5,25.7,3.2,82.1,0.1
1043,2021-11-09,4.9,3.0,6.5,2.0,2.4,80.3,0.0
1044,2021-11-10,4.2,0.7,7.7,0.3,2.5,73.4,3.2
1045,2021-11-11,5.3,2.1,9.7,0.0,2.9,60.6,6.3
1046,2021-11-12,4.5,1.3,8.6,0.0,2.6,55.4,8.3
1047,2021-11-13,7.3,0.5,13.4,0.0,1.5,66.1,5.4
1048,2021-11-14,11.3,7.8,16.4,0.0,2.2,69.8,6.4
1049,2021-11-15,10.1,5.8,15.7,0.0,1.6,71.3,7.9
1050,2021-11-16,8.5,4.4,13.6,0.0,1.9,65.5,9.0
1051,2021-11-17,7.5,2.7,12.5,0.0,1.6,64.1,7.3
1052,2021-11-18,11.9,7.7,16.2,0.0,2.4,70.8,1.9
1053,2021-11-19,12.9,10.2,16.7,0.0,1.9,84.8,0.9
1054,2021-11-20,10.4,6.8,15.6,0.0,1.6,77.0,5.6
1055,2021-11-21,10.4,7.6,13.1,5.9,1.9,74.4,0.0
1056,2021-11-22,2.7,-0.6,7.5,1.3,4.1,61.8,5.4
1057,2021-11-23,-0.6,-3.7,2.3,0.0,3.2,60.9,5.7
1058,2021-11-24,4.1,-2.6,9.1,0.0,1.9,64.3,4.9
1059,2021-11-25,5.7,2.6,9.9,0.0,2.2,55.0,7.9
1060,2021-11-26,2.9,-0.5,7.2,0.0,2.2,57.5,4.7
1061,2021-11-27,3.4,-1.4,10.1,0.0,1.6,53.0,9.2
1062,2021-11-28,5.1,-1.3,12.4,0.0,1.5,52.4,8.0
1063,2021-11-29,7.6,2.5,13.7,0.0,1.6,62.0,4.7
1064,2021-11-30,5.7,0.7,8.9,27.2,3.7,80.4,0.0
1065,2021-12-01,-1.3,-3.0,1.5,0.0,4.2,51.8,9.1
1066,2021-12-02,1.3,-4.6,5.0,0.1,2.1,68.9,4.1
1067,2021-12-03,1.9,-1.8,4.6,0.4,2.9,53.3,9.1
1068,2021-12-04,1.4,-2.7,7.0,0.0,2.0,48.5,7.2
1069,2021-12-05,2.9,-2.3,9.6,0.0,1.4,50.4,9.2
1070,2021-12-06,5.4,-0.7,12.1,0.0,1.6,61.4,7.3
1071,2021-12-07,6.8,2.6,13.3,0.0,1.2,68.3,8.3
1072,2021-12-08,6.7,1.9,13.3,0.0,1.5,70.0,9.1
1073,2021-12-09,6.5,2.7,9.7,0.0,2.2,70.3,1.4
1074,2021-12-10,7.0,5.8,8.2,0.7,2.1,81.5,0.0
1075,2021-12-11,6.0,4.4,9.8,0.0,1.4,83.6,3.5
1076,2021-12-12,1.2,-3.8,5.1,0.0,3.2,61.8,8.0
1077,2021-12-13,-2.2,-5.9,1.9,0.0,2.3,43.8,9.1
1078,2021-12-14,3.7,-0.7,8.2,1.2,2.0,64.9,2.5
1079,2021-12-15,7.2,5.4,10.0,2.1,1.7,84.8,0.9
1080,2021-12-16,6.4,3.3,9.8,0.0,1.8,71.6,5.0
1081,2021-12-17,-5.6,-10.1,3.2,0.0,4.6,50.5,8.7
1082,2021-12-18,-5.7,-11.2,-1.8,2.8,2.0,64.1,4.3
1083,2021-12-19,-0.8,-5.8,4.2,0.2,2.0,63.8,8.9
1084,2021-12-20,5.2,-0.9,11.1,0.0,2.1,77.9,6.1
1085,2021-12-21,5.2,0.8,8.9,0.0,2.0,70.9,6.0
1086,2021-12-22,2.2,-2.6,8.2,0.0,1.7,47.4,8.9
1087,2021-12-23,2.7,-1.5,8.3,0.0,1.4,53.5,6.9
1088,2021-12-24,-0.3,-7.3,3.2,0.2,2.6,65.3,0.0
1089,2021-12-25,-11.7,-14.4,-7.3,0.0,3.9,42.4,9.1
1090,2021-12-26,-12.1,-15.5,-7.3,0.0,3.1,43.5,9.1
1091,2021-12-27,-7.6,-12.9,-3.9,0.0,1.7,60.9,3.8
1092,2021-12-28,-4.1,-8.5,-0.9,0.0,2.2,73.8,1.7
1093,2021-12-29,0.4,-3.8,5.9,0.2,2.6,72.9,1.8
1094,2021-12-30,-3.9,-6.8,0.2,0.0,3.3,48.5,7.3
1095,2021-12-31,-6.7,-8.8,-3.9,0.0,3.5,35.9,9.0
1096,2022-01-01,-4.3,-10.2,2.3,0.0,1.5,46.3,9.0
1097,2022-01-02,-1.3,-5.2,3.0,0.3,2.3,57.9,5.4
1098,2022-01-03,-1.9,-8.0,2.5,0.0,1.8,58.3,7.8
1099,2022-01-04,-2.5,-5.6,1.0,0.0,2.4,51.8,9.0
1100,2022-01-05,-2.8,-7.8,1.9,0.0,1.7,47.6,1.9
1101,2022-01-06,-2.2,-5.9,3.3,0.0,2.3,47.1,9.1
1102,2022-01-07,-1.6,-5.9,4.5,0.0,1.5,47.1,9.1
1103,2022-01-08,0.3,-5.0,3.7,0.0,1.7,64.3,0.7
1104,2022-01-09,1.3,-1.2,5.6,0.0,1.7,71.5,4.5
1105,2022-01-10,0.5,-3.4,4.4,0.9,2.0,68.3,3.9
1106,2022-01-11,-7.4,-10.3,0.3,0.2,4.0,55.5,9.1
1107,2022-01-12,-7.7,-11.3,-3.4,0.0,2.4,47.8,8.6
1108,2022-01-13,-6.4,-8.9,-3.1,0.0,3.3,45.8,9.1
1109,2022-01-14,-4.8,-10.1,1.3,0.0,1.7,41.8,9.1
1110,2022-01-15,-1.0,-5.3,1.8,0.0,1.9,48.3,0.9
1111,2022-01-16,-2.0,-7.2,2.4,0.0,3.3,54.5,8.8
1112,2022-01-17,-5.8,-9.2,0.1,0.5,2.2,59.9,4.5
1113,2022-01-18,-5.6,-9.9,-0.7,0.0,2.3,47.9,9.2
1114,2022-01-19,-5.3,-7.7,-2.7,1.7,2.1,72.3,0.0
1115,2022-01-20,-5.0,-9.8,0.9,0.0,1.8,63.5,9.1
1116,2022-01-21,-2.7,-8.7,4.6,0.0,1.8,55.6,9.2
1117,2022-01-22,0.3,-5.0,7.1,0.0,1.7,52.4,6.0
1118,2022-01-23,2.0,-0.6,6.7,0.0,1.7,52.4,5.3
1119,2022-01-24,4.6,1.3,8.4,0.0,3.5,56.0,4.0
1120,2022-01-25,2.8,1.9,4.5,0.7,2.3,80.0,0.0
1121,2022-01-26,1.3,-1.9,6.8,0.0,2.2,62.8,8.4
1122,2022-01-27,-1.1,-4.6,4.0,0.0,2.1,50.0,8.9
1123,2022-01-28,-2.7,-5.9,2.1,0.0,2.8,51.6,9.2
1124,2022-01-29,-3.6,-7.2,0.9,0.0,2.4,48.9,9.5
1125,2022-01-30,-2.8,-8.0,2.4,0.0,2.2,45.4,9.6
1126,2022-01-31,-0.7,-6.8,4.8,1.2,1.9,59.0,8.0
1127,2022-02-01,-1.3,-2.7,0.9,1.7,2.6,76.6,4.7
1128,2022-02-02,-3.4,-6.0,0.0,0.0,2.4,60.5,9.2
1129,2022-02-03,-3.4,-6.9,0.4,0.0,2.4,52.4,9.7
1130,2022-02-04,-5.2,-8.2,-0.7,0.0,3.1,53.3,7.3
1131,2022-02-05,-6.6,-9.7,-2.0,0.0,3.1,48.8,9.1
1132,2022-02-06,-3.9,-8.4,1.7,0.0,2.5,50.3,9.5
1133,2022-02-07,-2.5,-7.3,1.9,0.0,1.8,51.3,6.5
1134,2022-02-08,-0.1,-4.1,5.6,0.0,1.9,53.8,8.1
1135,2022-02-09,1.0,-4.3,7.2,0.0,1.8,52.3,9.2
1136,2022-02-10,1.4,-3.2,6.7,0.0,2.3,57.8,9.6
1137,2022-02-11,2.9,-2.6,8.8,0.0,1.8,61.1,8.9
1138,2022-02-12,4.8,-0.1,10.4,0.0,1.7,50.4,9.3
1139,2022-02-13,4.8,1.6,9.5,0.0,1.8,44.9,3.0
1140,2022-02-14,2.5,-1.3,8.1,1.7,2.9,68.3,0.9
1141,2022-02-15,-4.7,-7.7,-1.3,0.0,3.8,58.0,3.0
1142,2022-02-16,-7.3,-9.6,-4.1,0.0,3.7,50.4,9.0
1143,2022-02-17,-6.2,-10.7,-0.5,0.0,2.5,41.6,9.8
1144,2022-02-18,-1.2,-8.0,5.7,0.0,2.0,40.4,8.6
1145,2022-02-19,-1.7,-6.2,3.7,0.1,2.9,52.9,2.9
1146,2022-02-20,-4.8,-8.4,-0.5,0.0,4.1,41.1,10.0
1147,2022-02-21,-3.0,-8.1,3.6,0.1,2.9,56.3,6.5
1148,2022-02-22,-4.5,-8.0,0.5,0.0,3.2,43.3,8.0
1149,2022-02-23,-5.6,-10.0,-0.6,0.0,2.6,38.5,10.2
1150,2022-02-24,-2.4,-8.5,3.7,0.0,2.2,52.4,10.3
1151,2022-02-25,3.0,-3.6,8.4,0.0,2.3,77.5,6.4
1152,2022-02-26,5.4,1.0,9.3,1.1,3.9,78.4,0.2
1153,2022-02-27,3.7,-1.6,9.1,0.0,2.8,56.6,10.5
1154,2022-02-28,6.8,2.7,11.5,0.0,1.5,62.3,3.4
1155,2022-03-01,5.8,0.3,9.7,2.3,2.3,70.5,2.5
1156,2022-03-02,3.5,-2.3,8.8,0.0,2.7,55.9,10.7
1157,2022-03-03,5.8,0.9,12.4,0.0,2.1,52.9,10.6
1158,2022-03-04,6.9,0.6,14.6,0.0,3.6,60.5,3.7
1159,2022-03-05,2.3,-0.7,6.7,0.0,4.3,38.4,10.5
1160,2022-03-06,1.4,-3.0,6.8,0.0,2.6,39.5,10.8
1161,2022-03-07,2.8,-2.7,8.7,0.0,2.0,45.8,7.0
1162,2022-03-08,6.0,1.1,12.3,0.0,2.0,56.1,8.2
1163,2022-03-09,7.1,1.7,14.8,0.0,1.9,69.6,8.7
1164,2022-03-10,9.3,4.2,15.8,0.0,2.1,51.4,9.3
1165,2022-03-11,11.2,5.1,18.4,0.0,1.9,58.4,5.9
1166,2022-03-12,12.8,6.3,19.5,2.6,2.7,72.1,3.2
1167,2022-03-13,11.7,10.7,12.6,42.1,1.9,95.5,0.0
1168,2022-03-14,8.2,4.9,13.2,8.7,3.2,90.3,0.0
1169,2022-03-15,7.2,2.3,13.3,0.0,2.0,72.6,7.1
1170,2022-03-16,10.3,3.6,16.8,0.0,2.1,62.6,8.1
1171,2022-03-17,10.7,7.8,15.1,1.2,2.7,62.0,1.9
1172,2022-03-18,7.5,5.5,9.6,0.0,4.4,60.8,0.0
1173,2022-03-19,3.4,0.9,6.1,14.6,3.0,84.6,0.0
1174,2022-03-20,5.4,2.2,9.3,0.0,2.6,66.1,6.3
1175,2022-03-21,5.0,-0.3,10.9,0.0,2.4,49.5,6.8
1176,2022-03-22,7.1,1.1,13.6,0.0,2.2,48.9,11.0
1177,2022-03-23,6.2,4.9,8.2,0.0,2.3,56.8,0.0
1178,2022-03-24,8.2,3.9,12.4,0.0,1.8,70.6,0.7
1179,2022-03-25,12.0,6.3,17.2,10.9,2.6,70.0,1.3
1180,2022-03-26,11.8,9.5,14.7,19.8,2.9,80.9,0.9
1181,2022-03-27,8.1,5.0,12.6,0.0,3.0,49.1,10.4
1182,2022-03-28,8.2,1.5,15.1,0.0,2.1,35.6,11.7
1183,2022-03-29,9.7,3.3,15.6,0.0,2.1,52.9,11.2
1184,2022-03-30,10.8,5.9,15.7,0.4,1.8,76.5,1.2
1185,2022-03-31,10.9,7.6,14.7,0.0,2.5,63.5,3.3
1186,2022-04-01,9.2,4.5,14.9,0.0,2.6,50.5,10.9
1187,2022-04-02,8.2,3.7,14.2,0.0,2.3,55.0,11.8
1188,2022-04-03,9.6,3.5,17.0,0.0,2.1,55.0,11.9
1189,2022-04-04,10.3,5.1,16.4,0.0,2.3,50.3,11.6
1190,2022-04-05,10.3,4.9,15.8,0.0,2.4,41.1,9.9
1191,2022-04-06,11.7,8.0,17.0,0.0,2.5,52.3,8.6
1192,2022-04-07,10.9,7.4,15.7,0.0,3.3,43.5,10.0
1193,2022-04-08,12.9,5.1,20.0,0.0,2.1,49.0,12.0
1194,2022-04-09,17.8,12.4,24.2,0.5,3.0,43.8,9.0
1195,2022-04-10,18.2,12.7,25.1,0.0,2.0,46.0,11.5
1196,2022-04-11,19.6,13.4,26.6,0.0,2.4,60.4,10.2
1197,2022-04-12,19.3,15.9,26.4,0.5,2.8,77.9,6.0
1198,2022-04-13,13.1,12.0,15.9,1.3,4.4,69.3,0.0
1199,2022-04-14,13.2,11.4,15.3,0.0,4.0,53.4,0.0
1200,2022-04-15,13.3,7.5,19.3,0.0,3.0,46.8,12.2
1201,2022-04-16,13.2,7.1,20.2,0.0,2.5,48.5,12.3
1202,2022-04-17,14.0,7.2,21.9,0.0,2.3,53.8,11.7
1203,2022-04-18,15.2,11.4,21.6,0.0,2.4,46.1,7.8
1204,2022-04-19,15.2,8.9,22.1,0.0,2.4,51.9,12.1
1205,2022-04-20,15.7,9.7,22.1,0.0,2.3,48.8,12.3
1206,2022-04-21,16.3,9.6,22.7,0.0,2.8,48.4,6.3
1207,2022-04-22,15.0,13.2,16.8,0.0,3.5,76.8,0.0
1208,2022-04-23,17.7,10.4,25.3,0.0,1.7,57.3,9.1
1209,2022-04-24,18.5,15.0,24.5,0.3,2.3,72.5,7.0
1210,2022-04-25,20.0,17.0,23.6,1.3,1.4,80.5,0.3
1211,2022-04-26,21.9,17.0,28.7,1.0,3.1,57.9,9.5
1212,2022-04-27,17.7,12.6,23.9,0.0,2.7,31.5,11.8
1213,2022-04-28,18.2,11.6,25.9,0.0,2.6,44.0,8.3
1214,2022-04-29,13.4,10.7,16.5,15.5,3.4,70.6,1.5
1215,2022-04-30,13.0,10.5,17.8,0.0,2.9,68.0,0.8
1216,2022-05-01,13.4,7.9,19.2,0.0,3.1,54.8,10.0
1217,2022-05-02,14.2,9.1,19.4,0.0,2.4,56.5,10.4
1218,2022-05-03,14.8,9.1,20.8,0.0,2.5,45.9,12.5
1219,2022-05-04,17.8,10.0,25.2,0.0,2.7,43.3,12.6
1220,2022-05-05,18.9,12.5,25.8,0.0,2.2,48.1,12.7
1221,2022-05-06,19.6,13.7,25.6,0.0,2.5,67.1,10.3
1222,2022-05-07,18.4,15.3,23.1,0.5,3.0,52.4,6.8
1223,2022-05-08,15.3,11.7,18.2,2.0,2.8,51.8,0.0
1224,2022-05-09,17.9,11.0,25.3,0.0,2.2,56.4,12.8
1225,2022-05-10,19.9,13.6,26.3,0.0,2.2,39.0,9.5
